anime_id,Scored By
16399,UNKNOWN
29623,236.0
29645,179.0
33144,213.0
30392,172.0
18533,290.0
29409,189.0
21021,UNKNOWN
6072,119.0
9606,UNKNOWN
30921,399.0
10757,214.0
33134,UNKNOWN
33135,UNKNOWN
33136,UNKNOWN
30457,UNKNOWN
33133,UNKNOWN
29870,163.0
29677,229.0
7856,UNKNOWN
33219,2920.0
23569,UNKNOWN
33607,UNKNOWN
29381,UNKNOWN
29383,UNKNOWN
22975,112.0
22977,117.0
15067,129.0
30313,UNKNOWN
19587,UNKNOWN
21551,UNKNOWN
19053,UNKNOWN
23613,UNKNOWN
29985,UNKNOWN
13817,UNKNOWN
13819,UNKNOWN
30150,UNKNOWN
13821,UNKNOWN
13827,UNKNOWN
